brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
Acer,57990,medium,medium,15.6,141,12.0,16,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,medium
LG,98999,slim,lite,14.0,162,16.0,16,1,0,12.0,72.0,2.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Dell,69990,medium,lite,14.0,157,8.0,8,1,0,4.0,42.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,2.0,10.0,intel,i5,intel,0.0,Integrated,0,0,0,0,,512.0,regular,low,high
Fujitsu,79990,slim,lite,14.0,162,12.0,16,1,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,high,high
Fujitsu,79990,slim,lite,14.0,162,16.0,16,1,0,12.0,64.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0,regular,low,high
HP,126800,thick,heavy,16.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,nvidia,4.0,t550,1,0,0,0,,1024.0,regular,low,medium
Asus,81900,medium,medium,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
HP,131684,thick,heavy,14.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,1,0,0,0,,512.0,regular,low,medium
HP,125900,thick,heavy,14.0,162,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,high,high
HP,32990,slim,medium,15.6,112,4.0,8,0,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,low
HP,127790,medium,medium,16.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,medium,medium
HP,113612,thick,heavy,16.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,medium
HP,108625,thick,heavy,14.0,162,16.0,16,1,0,12.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
HP,272709,medium,medium,16.0,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i9,nvidia,16.0,rtx3080ti,0,1,0,0,,1024.0,regular,low,high
HP,233498,medium,medium,16.0,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i9,nvidia,6.0,rtx3060,0,1,0,0,,1024.0,regular,low,high
HP,390914,medium,medium,16.0,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i9,nvidia,12.0,rtx3080ti,0,1,0,0,,1024.0,regular,low,high
HP,230593,medium,medium,16.0,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,1,0,0,,1024.0,regular,low,high
LG,128699,slim,lite,16.0,189,16.0,16,1,0,12.0,80.0,2.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,high,high
HP,278712,medium,medium,16.0,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0,regular,medium,high
Lenovo,25490,slim,lite,11.6,135,2.0,4,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,0.0,7.0,intel,7,intel,0.0,Integrated,1,0,0,0,,256.0,regular,medium,low
Asus,119990,thick,heavy,14.0,216,16.0,16,1,0,8.0,72.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,6.0,amd,3,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,low,high
HP,239761,medium,medium,16.0,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0,regular,medium,high
LG,152499,slim,lite,16.0,189,16.0,16,0,1,12.0,80.0,2.0,0,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,high
LG,78299,slim,medium,16.0,142,12.0,16,1,1,6.0,72.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
HP,50990,medium,medium,15.6,100,8.0,8,1,0,6.0,47.0,2.0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,256.0,regular,high,low
Lenovo,56490,medium,medium,15.6,134,12.0,16,1,0,10.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,low,low
Acer,69990,thick,heavy,15.6,141,12.0,16,1,0,8.0,57.5,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
Asus,63990,medium,medium,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Asus,114990,medium,medium,16.0,283,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,high,high
HP,27490,slim,lite,15.6,100,4.0,8,0,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,low
Dell,60210,medium,medium,14.0,141,12.0,8,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,medium
HP,102990,thick,heavy,16.1,182,12.0,16,1,0,8.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,high
HP,109999,thick,heavy,16.1,182,12.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high
Infinix,71990,slim,medium,15.6,141,20.0,32,0,0,14.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,2.0,0.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,medium
Infinix,19990,medium,medium,15.6,141,4.0,4,1,0,4.0,40.0,2.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,5,intel,0.0,Integrated,0,0,1,0,,128.0,popular,low,medium
Lenovo,56990,slim,lite,14.0,157,12.0,8,1,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Lenovo,23990,slim,lite,14.0,135,2.0,8,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,4.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0,regular,medium,low
MSI,57990,medium,medium,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,1,0,,512.0,regular,low,medium
Lenovo,130800,slim,medium,14.0,157,8.0,16,1,0,4.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,11.0,intel,i7,nvidia,2.0,mx450,0,1,0,0,,512.0,regular,low,high
MSI,75990,thick,heavy,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
Lenovo,44990,slim,lite,14.0,157,8.0,8,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Asus,94990,medium,medium,16.0,283,12.0,16,1,0,8.0,63.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,high
Asus,73990,medium,medium,15.6,141,12.0,16,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Asus,63990,medium,medium,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo,57990,thick,heavy,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,viral,medium,medium
Lenovo,54990,slim,lite,14.0,157,12.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
HP,87680,medium,heavy,15.6,141,16.0,16,0,1,8.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
HP,79490,medium,heavy,15.6,141,12.0,16,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
HP,96990,medium,heavy,15.6,141,12.0,16,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
HP,88680,medium,heavy,15.6,141,12.0,16,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
HP,87490,medium,heavy,15.6,141,12.0,16,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Lenovo,44927,slim,medium,15.6,157,4.0,8,1,0,2.0,47.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Asus,69990,medium,lite,14.0,243,12.0,16,1,0,8.0,63.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,high
HP,107767,slim,lite,14.0,243,20.0,16,1,0,14.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Dell,38390,medium,medium,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,512.0,512.0,regular,medium,medium
HP,39990,slim,lite,14.0,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Dell,58299,medium,medium,14.0,162,8.0,8,1,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,high
HP,52990,slim,lite,14.0,157,8.0,16,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Lenovo,59990,slim,lite,14.0,157,12.0,16,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Lenovo,59990,thick,heavy,15.6,141,12.0,16,1,0,6.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium
Lenovo,53990,medium,medium,15.6,141,12.0,8,1,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
HP,80490,medium,lite,14.0,189,16.0,16,1,0,12.0,51.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,high,high
Lenovo,59500,thick,heavy,15.6,141,12.0,16,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium
Lenovo,60990,thick,heavy,15.6,141,12.0,8,1,0,6.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,medium
MSI,171990,medium,heavy,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,medium
Lenovo,66990,medium,heavy,15.6,141,12.0,16,1,0,6.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium
HP,115592,thick,heavy,15.6,141,12.0,16,1,0,6.0,52.5,3.0,1,1,1,1,0,0,1,0,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,t600,0,1,0,0,512.0,512.0,regular,high,medium
HP,137456,thick,heavy,15.6,141,12.0,32,1,0,6.0,52.5,3.0,1,1,1,1,0,0,1,0,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,t600,0,1,0,0,,1024.0,regular,low,medium
Lenovo,52990,slim,lite,14.0,157,8.0,8,0,1,6.0,52.5,2.0,1,0,1,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
HP,52990,slim,medium,15.6,141,16.0,16,1,0,8.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
HP,47990,slim,lite,14.0,157,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Infinix,50990,slim,medium,15.6,141,16.0,16,0,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,2.0,0.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
HP,49490,slim,lite,14.0,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
HP,52990,slim,lite,14.0,141,8.0,16,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
HP,115990,medium,medium,15.6,141,12.0,16,1,1,10.0,55.0,4.0,1,0,1,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,1024.0,regular,medium,medium
HP,109990,medium,medium,15.6,141,12.0,16,1,1,10.0,55.0,4.0,1,0,1,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,medium
Acer,29990,medium,lite,14.0,112,8.0,8,0,0,4.0,50.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0,regular,medium,low
Asus,174990,medium,medium,14.0,216,16.0,16,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
Asus,62990,thick,heavy,15.6,141,12.0,8,1,0,6.0,48.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,1024.0,regular,medium,medium
Dell,84980,thick,heavy,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Lenovo,51990,medium,medium,15.6,141,16.0,8,1,0,8.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Lenovo,63990,thick,heavy,15.6,141,12.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,medium
HP,139990,thick,heavy,15.6,141,16.0,32,1,0,8.0,52.5,2.0,1,0,1,1,0,0,1,0,0.0,2.0,1.0,6.0,amd,7,nvidia,4.0,t600,0,1,0,0,,1024.0,regular,high,medium
Lenovo,36990,medium,medium,15.6,141,4.0,8,1,0,2.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell,92490,medium,medium,14.0,162,12.0,8,0,1,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Lenovo,69990,medium,heavy,15.6,141,12.0,16,1,0,8.0,60.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
Lenovo,63990,thick,heavy,15.6,141,8.0,16,1,0,4.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,medium
HP,47990,slim,lite,14.0,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,99990,medium,medium,16.0,283,16.0,16,1,0,10.0,63.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,high
MSI,111990,thick,medium,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium
MSI,92990,thick,medium,15.6,141,12.0,16,0,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium
HP,67990,medium,medium,15.6,112,12.0,16,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,low
Lenovo,46700,medium,medium,14.0,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,high
Dell,48990,medium,medium,16.0,138,8.0,8,1,0,6.0,50.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,low
HP,20890,slim,lite,15.6,100,2.0,4,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0,regular,low,low
Lenovo,61000,medium,medium,14.0,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,512.0,regular,low,high
Dell,45499,medium,medium,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,0.0,3.0,0.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell,62290,medium,medium,16.0,142,12.0,8,1,0,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Acer,30990,medium,medium,15.6,141,8.0,8,0,0,4.0,50.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Acer,30990,medium,medium,15.6,141,8.0,8,1,0,8.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,256.0,regular,high,medium
Lenovo,33990,slim,medium,15.6,157,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
HP,58990,slim,lite,14.0,157,8.0,8,1,0,4.0,43.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Razer,199990,slim,medium,14.0,216,16.0,32,1,0,8.0,68.1,4.0,1,0,0,1,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,high
MSI,62990,thick,heavy,15.6,140,12.0,16,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,1,0,0,0,,512.0,regular,low,medium
MSI,74990,thick,heavy,15.6,140,12.0,16,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,6.0,rtx3050,1,0,0,0,,512.0,regular,high,medium
MSI,93490,thick,heavy,15.6,140,16.0,16,0,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,6.0,rtx3050,1,0,0,0,,512.0,regular,low,medium
MSI,59990,thick,heavy,15.6,140,12.0,8,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,1,0,0,0,,512.0,regular,low,medium
MSI,109990,thick,heavy,17.3,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,low,medium
MSI,109990,thick,heavy,15.6,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,medium
MSI,49990,medium,medium,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
MSI,61990,medium,medium,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,medium
Asus,50749,medium,medium,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
MSI,100990,thick,heavy,15.6,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,medium
MSI,100990,thick,heavy,17.3,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,medium
MSI,84990,thick,heavy,15.6,141,12.0,16,1,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,low,medium
HP,65990,medium,lite,14.0,112,12.0,16,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,low
Dell,80990,slim,medium,16.0,138,16.0,16,1,0,12.0,54.0,4.0,1,1,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,2.0,mx570,1,0,0,0,,512.0,regular,high,low
HP,72999,slim,medium,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo,110990,slim,medium,14.0,157,16.0,16,1,0,12.0,52.5,3.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,high
MSI,60990,medium,lite,14.0,157,12.0,8,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
MSI,53990,medium,lite,14.0,157,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
