laptop_model,brand,price,num_votes,ratings,thickness,weight,warranty,screen_size,resolution_width,resolution_height,ppi,threads,ram,antiglare,aspect_ratio,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),Asus,109990,76.0,4.2,medium,lite,1.0,14.0,2880.0,1800.0,243,20.0,16,1,16:10,0,14.0,63.0,3.0,1,0,0,0,0,0,1,1,1,0.0,2.0,1.0,13.0,intel,i9,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,low,high
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),HP,87990,110.0,4.6,thick,heavy,1.0,15.6,1920.0,1080.0,137,16.0,16,1,16:9,0,10.0,70.0,4.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,regular,high,low
Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,88990,81.0,4.45,thick,heavy,1.0,17.3,1920.0,1080.0,170,16.0,16,1,16:9,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,1,0.0,2.0,2.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,high
HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,56990,99.0,4.15,thick,heavy,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,low,medium
MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,48990,126.0,4.45,,medium,2.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,,3.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,regular,medium,medium
Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,93050,221.0,4.45,thick,heavy,1.0,15.6,1920.0,1080.0,184,12.0,16,1,16:10,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,512.0,popular,medium,high
Lenovo LOQ 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,89999,65.0,4.0,,,1.0,15.6,1920.0,1080.0,184,12.0,8,1,16:10,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,13.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,high
Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),Walker,13990,151.0,4.2,,,1.0,14.1,1920.0,1080.0,156,2.0,4,1,16:9,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,regular,low,high
Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),Asus,76990,85.0,4.3,thick,heavy,1.0,15.6,1920.0,1080.0,141,16.0,8,1,,0,12.0,90.0,4.0,1,1,0,1,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium
Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),Lenovo,23990,94.0,4.65,slim,medium,1.0,15.6,1366.0,768.0,100,2.0,8,1,,0,2.0,,,1,0,1,0,0,0,1,0,1,1.0,1.0,1.0,,amd,7,amd,,Integrated,0,0,1,0,,512.0,regular,high,low
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,23990,578.0,4.15,slim,lite,1.0,14.0,1920.0,1080.0,157,4.0,8,0,,0,2.0,50.0,,1,0,0,0,0,0,1,0,1,0.0,2.0,2.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
Acer Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,97989,421.0,4.3,thick,heavy,1.0,15.6,2560.0,1440.0,188,16.0,16,1,,0,10.0,57.5,4.0,1,1,0,0,0,0,1,0,1,0.0,3.0,1.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,0,0,1,,1024.0,popular,medium,high
Asus TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),Asus,109990,154.0,4.4,thick,heavy,1.0,15.6,1920.0,1080.0,141,20.0,16,1,16:9,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,1,0.0,2.0,2.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,medium,medium
Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Asus,47741,112.0,4.0,medium,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,75990,91.0,4.3,slim,medium,1.0,15.6,2880.0,1620.0,212,16.0,16,1,16:9,0,12.0,,4.0,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
MSI Bravo 15 B5ED-035IN Gaming Laptop (AMD Ryzen 7 / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,59990,671.0,4.4,thick,heavy,1.0,15.6,1920.0,1080.0,141,16.0,16,1,,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,1,0,,512.0,popular,medium,medium
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB/ MacOS),Apple,126990,109.0,4.45,slim,medium,1.0,15.3,2880.0,1864.0,224,,8,0,,0,8.0,66.5,,0,0,0,1,1,0,1,1,1,0.0,0.0,2.0,,apple,M2,apple,,Integrated,0,0,1,0,,256.0,regular,medium,high
Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,23990,2591.0,4.1,medium,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,,0,4.0,40.0,,1,0,0,0,0,0,1,0,1,0.0,2.0,2.0,11.0,intel,5,intel,,Integrated,0,0,1,0,,512.0,viral,low,medium
Asus Vivobook Pro 15 M6500QC-HN742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,69990,135.0,4.15,medium,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
Acer Extensa 15 EX215-23 Laptop (Ryzen 3 7320U/ 8 GB/512 GB SSD/Win11 Home),Acer,33999,667.0,4.1,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,0,16:9,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,popular,low,medium
Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),Acer,47990,71.0,4.2,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,12,1,16:9,0,10.0,,3.0,1,1,0,1,0,0,1,1,1,0.0,3.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,0,1,,512.0,regular,low,medium
Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Garph),Xiaomi,59990,196.0,4.05,slim,lite,1.0,14.0,2560.0,1600.0,215,12.0,16,1,16:10,0,8.0,,,1,0,0,1,0,0,1,1,1,0.0,1.0,1.0,12.0,intel,i5,nvidia,2.0,mx550,1,0,0,0,,512.0,regular,low,high
Acer Nitro 5 AN515-58 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,69990,355.0,4.3,thick,heavy,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,,4.0,1,0,0,1,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium
Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),Infinix,37990,194.0,4.4,slim,lite,1.0,14.0,1920.0,1080.0,157,8.0,16,0,,0,4.0,50.0,,1,0,0,0,0,0,1,0,1,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,high
Dell Precision 5550 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro/ 4GB Graph),Dell,184999,64.0,4.2,slim,medium,,15.6,1920.0,1200.0,145,12.0,16,1,,0,6.0,,6.0,0,0,1,1,0,0,1,0,1,0.0,0.0,3.0,10.0,intel,i7,nvidia,4.0,Integrated,0,0,0,0,,512.0,regular,low,medium
Lenovo Legion Slim 7 16IRH8 82Y3003WIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Lenovo,177990,83.0,4.75,medium,medium,1.0,16.0,3200.0,2000.0,236,20.0,16,1,,0,14.0,99.9,4.0,1,0,1,1,0,0,1,1,1,0.0,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,high,high
Dell Inspiron 3520 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,51487,103.0,4.15,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,1,1.0,2.0,0.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Asus,94990,91.0,4.6,thick,heavy,1.0,16.0,1920.0,1200.0,142,16.0,16,1,16:10,0,10.0,,4.0,1,0,0,1,0,0,1,0,1,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,1024.0,regular,high,medium
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),Ultimus,25990,134.0,4.0,,lite,1.0,14.1,1920.0,1080.0,156,8.0,8,0,,0,4.0,,,1,1,0,0,0,0,0,0,1,0.0,2.0,1.0,10.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,47990,85.0,4.2,slim,lite,1.0,14.0,1920.0,1080.0,157,12.0,16,0,16:9,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1,0.0,0.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,45990,94.0,4.6,,medium,2.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,,3.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,regular,high,medium
MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),MSI,55990,106.0,4.3,medium,medium,2.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,1024.0,0.0,regular,medium,medium
Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),Asus,70500,55.0,4.0,,,1.0,14.0,1920.0,1200.0,162,16.0,16,0,16:10,1,8.0,70.0,3.0,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,1024.0,regular,low,high
Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11),Asus,65500,52.0,4.1,,,1.0,14.0,1920.0,1200.0,162,12.0,16,0,16:10,1,6.0,70.0,3.0,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,1024.0,regular,low,high
Lenovo ThinkPad E15 2021 20T8S0ME00 Laptop (AMD Ryzen 3 4300U/ 4GB/ 256GB SSD/ Win10 Home),Lenovo,40500,55.0,4.7,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,4,1,,0,4.0,,3.0,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,4.0,amd,3,intel,,Integrated,0,0,1,0,,256.0,regular,high,medium
Lenovo Thinkpad T14 Laptop (AMD R7 Pro 4750U/ 16GB/ 512GB SSD/ Win 10 Pro),Lenovo,90000,105.0,4.3,,,1.0,14.0,1920.0,1080.0,157,16.0,16,1,,0,8.0,50.0,3.0,1,1,0,0,0,0,0,0,1,0.0,2.0,2.0,4.0,amd,5,amd,,Integrated,0,1,0,0,,512.0,regular,medium,high
MSI Modern 15 B11M-062IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,36990,56.0,4.35,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,4.0,,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
MSI Modern 15 B11M-063IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,29990,109.0,4.1,medium,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,,0,2.0,,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,62990,110.0,4.05,,heavy,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,60.0,4.0,1,1,0,0,0,0,1,0,1,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,40990,97.0,4.7,medium,medium,1.0,15.6,1920.0,1080.0,157,8.0,8,1,16:9,0,6.0,45.0,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),Lenovo,34499,80.0,4.4,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,4.0,45.0,3.0,1,1,1,1,0,0,1,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,38990,356.0,4.25,medium,lite,1.0,14.0,1920.0,1080.0,157,8.0,16,1,,0,4.0,,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),Asus,85990,96.0,4.55,thick,heavy,1.0,15.6,1920.0,1080.0,141,16.0,16,1,,0,12.0,90.0,4.0,1,1,0,1,0,0,1,0,1,0.0,2.0,2.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,high,medium
Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),Lenovo,66290,77.0,4.2,slim,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,4.0,42.0,,1,0,1,0,0,0,1,0,1,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,67990,375.0,4.2,medium,heavy,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,8.0,60.0,,1,1,0,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,low,medium
Asus VivoBook 14 X415EA-EK344WS Notebook (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),Asus,42990,341.0,4.1,medium,medium,1.0,14.0,1920.0,1080.0,157,4.0,16,1,16:9,0,2.0,,2.0,1,0,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,54990,85.0,4.3,,heavy,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,60.0,4.0,1,1,0,0,0,0,1,0,1,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),HP,52290,65.0,4.5,slim,medium,1.0,15.6,1920.0,1080.0,157,12.0,8,1,16:9,0,6.0,41.0,3.0,1,0,0,0,0,0,1,0,1,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high
Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),Asus,109990,86.0,4.55,slim,medium,1.0,15.6,2880.0,1620.0,212,20.0,16,1,16:9,0,14.0,,4.0,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,13.0,intel,i9,intel,,Integrated,0,0,1,0,,1024.0,regular,high,high
Honor MagicBook X16 2023 BRN-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Honor,48990,465.0,4.15,slim,medium,1.0,16.0,1920.0,1200.0,142,12.0,16,1,16:9,0,8.0,60.0,,1,0,0,0,0,0,1,1,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
Asus Vivobook S14 S3402ZA-LY542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,58990,853.0,4.3,medium,lite,1.0,14.0,1920.0,1200.0,162,16.0,16,1,16:10,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,medium,high
MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,35990,328.0,4.15,medium,lite,1.0,14.0,1920.0,1080.0,157,8.0,8,1,,0,4.0,,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,high
MSI Titan GT77 HX 13VI-092IN Gaming Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Home/ 16GB Graph),MSI,569990,83.0,4.1,thick,heavy,2.0,17.3,3840.0,2160.0,255,32.0,64,1,,0,24.0,99.0,4.0,1,1,1,0,1,0,1,1,1,0.0,3.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,4096.0,regular,low,high
Acer Extensa EX215-23 NX.EH3SI.003 Laptop (Ryzen 5 7520U/ 8 GB/512 GB SSD/Win11 Home),Acer,34990,677.0,4.15,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,0,,0,4.0,40.0,3.0,1,0,0,0,0,0,0,0,1,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,popular,low,medium
Acer Aspire 5 A515-58GM 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graphics),Acer,62990,103.0,4.35,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,1,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
Apple MacBook Pro 16 inch Laptop (M2 Max 12-core CPU/ 32GB/ 1TB SSD/ Mac OS/ 38-core GPU),Apple,322490,87.0,4.5,slim,heavy,1.0,16.2,3456.0,2234.0,254,,32,1,,0,12.0,100.0,,1,0,1,1,1,0,1,0,1,0.0,0.0,3.0,,apple,M2,apple,,Integrated,0,0,1,0,,1024.0,regular,medium,high
Samsung Galaxy Book 3 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,69990,101.0,4.75,,,1.0,14.0,1920.0,1080.0,157,16.0,8,1,,0,12.0,,4.0,1,0,1,0,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high
Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,57990,63.0,4.05,,heavy,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,4.0,45.0,3.0,1,1,0,0,0,0,1,0,1,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium
HP 247 G8 6B5R3PA Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ FreeDOS),HP,25999,600.0,3.9,medium,lite,1.0,14.0,1366.0,768.0,112,8.0,8,1,,0,4.0,41.0,3.0,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,5.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,popular,low,low
Honor MagicBook 14 WDQ9BHNE Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),Honor,34990,396.0,4.25,,,1.0,14.0,1920.0,1080.0,141,12.0,8,0,16:9,0,6.0,,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium
Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,30790,537.0,3.95,medium,medium,1.0,15.6,1920.0,1080.0,147,8.0,8,1,,0,4.0,,,1,1,1,0,0,0,0,0,1,1.0,2.0,1.0,5.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,high
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,61990,190.0,4.35,thick,heavy,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,,4.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB/ MacOS),Apple,94990,823.0,4.65,slim,lite,1.0,13.6,2560.0,1664.0,224,,8,0,,0,8.0,52.6,,0,0,0,1,1,0,1,0,1,0.0,0.0,2.0,,apple,M2,apple,,Integrated,0,0,1,0,,256.0,popular,high,high
Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,63990,328.0,4.5,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,10.0,,,0,0,0,0,0,0,1,1,1,2.0,0.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,medium,medium
Asus CX1101CMA-GJ0007 Chromebook (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),Asus,11990,673.0,3.7,thick,lite,1.0,11.6,1366.0,768.0,135,2.0,4,1,,0,2.0,,3.0,0,0,1,0,0,0,0,0,1,0.0,2.0,2.0,,intel,7,intel,,Integrated,0,0,1,0,64.0,0.0,popular,low,low
Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),Realme,32990,14917.0,4.4,slim,lite,1.0,14.0,1440.0,2160.0,157,4.0,8,1,3:2,0,2.0,,,0,0,0,0,0,0,1,1,1,0.0,1.0,2.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,256.0,viral,medium,high
Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,44690,80.0,4.05,,medium,1.0,15.6,1920.0,1080.0,141,6.0,8,1,,0,5.0,47.0,3.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,13.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,low,medium
Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),Acer,36990,83.0,4.35,medium,medium,1.0,15.6,1920.0,1080.0,141,4.0,16,1,16:9,0,2.0,36.0,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,94990,60.0,4.75,slim,lite,1.0,14.0,2880.0,1800.0,243,16.0,16,0,16:10,1,8.0,,4.0,1,0,0,1,0,0,1,1,1,0.0,1.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,1024.0,regular,high,high
