brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd
HP,56600,19.9,1.47,15.6,100,8.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,amd,0.0,Integrated,1,0,0,0,,512.0
LG,127000,0.0,0.999,14.0,162,16.0,8,1,1,12.0,72.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,80990,19.3,1.37,14.0,157,8.0,8,1,0,4.0,,,1,0,1,0,0,0,0,0,,2.0,2.0,11.0,intel,i5,intel,0.0,Integrated,0,0,0,0,,512.0
Lenovo,52990,0.0,lite,14.0,141,12.0,8,1,0,10.0,45.0,2.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,73889,17.9,1.7,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,0,1,0,0,0,1,0,,2.0,1.0,13.0,intel,i7,nvidia,2.0,mx450,0,0,1,0,,512.0
HP,67999,23.5,2.46,16.1,137,12.0,8,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Dell,173990,22.3,2.87,16.0,141,16.0,32,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Dell,163790,22.3,2.87,16.0,141,16.0,16,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
HP,29490,17.0,1.41,14.0,112,4.0,8,1,0,4.0,50.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,7.0,intel,7,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,38889,19.9,1.65,15.6,141,4.0,8,1,0,2.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Acer,34990,19.8,1.78,15.6,141,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,0,1.0,2.0,,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,76490,0.0,lite,14.0,162,12.0,8,1,1,10.0,54.0,3.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Infinix,48990,14.8,1.24,14.0,157,8.0,16,0,0,4.0,50.0,,1,0,0,0,0,0,1,0,,2.0,2.0,11.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,66499,0.0,1.65,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,1,1,0,0,1,1,1.0,2.0,,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,72450,0.0,lite,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,81989,0.0,lite,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0
HP,76990,0.0,2.37,15.6,141,16.0,16,1,0,8.0,72.0,4.0,1,1,1,0,0,0,1,0,,3.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Asus,26990,0.0,1.57,15.6,141,2.0,8,1,0,2.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0
Dell,63990,0.0,1.9,15.6,141,12.0,8,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
HP,47990,19.9,1.37,14.0,157,16.0,8,1,0,8.0,45.0,3.0,1,1,0,0,0,0,1,1,,3.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,1,0,0,,512.0
MSI,247999,19.0,2.49,17.0,178,20.0,32,1,0,14.0,90.0,3.0,1,1,1,1,0,0,1,1,,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
Dell,93990,18.99,2.11,16.0,142,12.0,8,1,1,10.0,86.0,6.0,1,0,1,1,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,43750,19.0,1.69,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,512.0,512.0
HP,54990,0.0,2.37,15.6,141,12.0,8,1,0,6.0,72.0,4.0,1,1,1,0,0,0,1,0,,3.0,1.0,5.0,amd,5,amd,4.0,rx5600m,0,0,1,0,,512.0
HP,68990,17.9,1.69,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,12.0,intel,5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,35418,0.0,lite,14.0,157,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
MSI,89990,24.9,2.25,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,1024.0
MSI,79990,24.9,2.25,15.6,141,12.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,1024.0
MSI,85990,24.9,2.25,15.6,141,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0
HP,28990,17.9,1.69,15.0,112,2.0,8,0,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,512.0
Acer,48990,0.0,2.1,15.6,141,12.0,8,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Acer,28990,20.9,1.6,14.0,112,8.0,8,0,0,4.0,50.0,3.0,1,1,0,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Acer,24990,20.9,1.5,14.0,112,4.0,8,0,0,2.0,36.0,3.0,1,1,0,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Acer,107399,12.95,1.23,16.0,283,16.0,16,1,0,8.0,,,1,0,0,0,0,0,1,0,,2.0,2.0,7.0,amd,7,amd,0.0,Integrated,0,0,1,0,,1024.0
Dell,149490,26.9,2.65,15.6,141,16.0,16,1,0,14.0,86.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
Dell,115490,26.9,2.65,15.6,141,16.0,16,1,0,14.0,56.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx3050,0,0,0,1,,512.0
Dell,117990,26.9,2.65,15.6,141,16.0,16,1,0,14.0,,,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Dell,88480,26.9,2.65,15.6,141,16.0,8,1,0,10.0,56.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx3050,0,0,0,1,,512.0
Acer,62990,17.9,1.5,14.0,157,12.0,16,1,0,10.0,50.0,3.0,1,0,0,1,0,0,1,1,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Acer,58990,0.0,1.75,15.6,141,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Acer,49990,17.9,1.5,14.0,157,8.0,16,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,1,,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,110000,22.4,3.0,15.6,141,16.0,16,1,0,8.0,90.0,,1,1,1,1,0,0,1,0,,2.0,2.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0
Asus,129990,22.4,2.2,15.6,141,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,512.0
Asus,197990,18.5,1.65,14.0,216,16.0,32,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Acer,59990,17.8,1.56,14.0,157,12.0,8,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,1,,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0
Acer,61999,17.8,1.56,14.0,157,12.0,16,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,1,,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0
Asus,225960,30.8,2.8,17.3,170,32.0,16,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4070,0,0,0,1,,1024.0
Asus,133990,22.4,2.2,15.6,141,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0
Asus,266990,18.5,1.65,14.0,216,16.0,32,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,,2.0,2.0,7.0,amd,7,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
Asus,143690,30.4,2.5,16.0,142,16.0,16,1,0,10.0,72.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
Asus,134990,24.8,2.6,17.3,127,16.0,16,1,0,8.0,90.0,4.0,1,1,0,0,0,0,1,0,,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
ASUS,139990,26.8,2.2,15.6,145,16.0,16,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,7.0,amd,7,amd,8.0,rx7600s,0,0,1,0,,1024.0
Asus,175900,16.0,1.3,13.4,225,16.0,16,0,1,8.0,75.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
Asus,149990,18.5,1.65,14.0,216,16.0,16,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,,2.0,2.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
Asus,209990,14.2,1.18,13.4,225,20.0,16,0,1,14.0,56.0,4.0,0,0,0,1,0,0,1,0,,1.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Lenovo,54990,0.0,lite,15.6,141,12.0,8,1,0,10.0,45.0,2.0,1,0,1,1,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Asus,63890,17.9,1.7,15.6,141,12.0,16,1,0,6.0,63.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,179990,22.3,2.0,16.0,189,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Asus,169990,22.3,2.0,16.0,189,20.0,16,1,0,14.0,72.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i9,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
Dell,70490,26.9,2.57,15.6,141,16.0,8,1,0,12.0,56.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Asus,40810,0.0,lite,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,122990,19.9,1.8,15.6,141,16.0,16,1,0,12.0,70.0,3.0,1,1,1,1,0,0,1,1,,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,1,0,0,0,,512.0
Dell,220490,25.0,3.25,16.0,216,24.0,16,1,0,16.0,86.0,6.0,1,1,1,1,1,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Huawei,185990,17.8,1.99,16.0,189,16.0,16,1,1,12.0,84.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Huawei,184990,15.5,1.38,14.2,264,16.0,16,1,1,12.0,60.0,,0,0,0,1,0,0,1,1,,,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,66990,0.0,1.6,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,72990,24.9,2.25,15.6,141,12.0,8,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx3050,0,0,1,0,,512.0
MSI,77990,21.7,1.86,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,512.0,512.0
HP,34990,17.9,1.82,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
HP,18990,19.9,1.47,14.0,112,2.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0
Asus,105990,17.9,1.7,15.6,212,20.0,16,1,0,14.0,72.0,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
HP,64999,19.9,1.6,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,59990,19.9,1.7,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,132199,0.0,2.51,15.6,141,16.0,16,1,0,8.0,86.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0
Acer,54990,15.9,1.25,14.0,157,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
MSI,234990,19.95,1.99,16.0,194,20.0,32,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,,1.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
HP,77490,19.9,1.6,15.6,141,16.0,16,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
HP,54990,0.0,1.69,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,42990,0.0,1.8,15.6,141,4.0,16,1,0,2.0,38.0,2.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,67990,24.2,2.25,15.6,141,16.0,8,1,0,8.0,,,1,1,0,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo,73990,24.2,2.25,15.6,141,16.0,16,1,0,8.0,45.0,,1,1,0,0,0,0,1,0,1.0,2.0,,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Dell,367590,0.0,3.86,18.0,204,20.0,32,1,0,14.0,97.0,6.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
Dell,379990,0.0,2.72,16.0,229,20.0,32,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
Lenovo,119990,0.0,1.47,14.0,157,8.0,16,1,0,4.0,50.0,3.0,1,1,1,1,0,0,1,0,,2.0,2.0,11.0,intel,i7,nvidia,4.0,t500,0,1,0,0,,512.0
HP,40990,0.0,1.69,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Acer,23490,19.0,1.2,11.6,135,2.0,8,0,0,2.0,42.0,2.0,1,0,0,0,0,0,0,0,,2.0,1.0,5.0,intel,5,intel,0.0,Integrated,1,0,0,0,,256.0
HP,62990,0.0,1.75,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,47490,0.0,1.75,15.6,141,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
HP,76990,19.9,1.38,14.0,112,8.0,8,1,0,4.0,45.0,3.0,1,1,1,1,0,0,1,1,,3.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
HP,67990,0.0,1.6,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0
HP,47490,0.0,1.75,15.6,141,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,87990,21.7,1.86,15.6,141,12.0,16,1,0,8.0,51.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,512.0,512.0
Asus,28990,19.9,1.8,15.6,100,2.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,0,2.0,1.0,1.0,7.0,intel,7,intel,0.0,Integrated,1,0,0,0,,512.0
Acer,88990,26.9,2.5,15.6,188,12.0,16,1,0,6.0,57.0,4.0,1,1,0,0,0,0,1,0,,3.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0
Acer,44990,17.9,1.7,15.6,141,8.0,8,0,0,4.0,48.0,3.0,1,1,0,0,0,0,0,0,,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0
Asus,36990,19.9,1.6,14.0,157,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,0,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Asus,49990,17.9,1.63,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,124990,15.9,1.5,14.0,243,16.0,16,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,62990,19.9,1.88,16.0,142,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,115990,16.9,1.39,14.0,243,16.0,16,1,0,12.0,75.0,,1,0,0,0,0,0,1,1,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,94990,16.9,1.39,14.0,243,16.0,16,1,1,12.0,75.0,,1,0,0,0,0,0,1,1,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,77990,18.9,1.5,14.0,162,12.0,16,1,1,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,89999,19.9,1.38,14.0,157,12.0,16,1,0,10.0,51.0,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
HP,125990,0.0,2.37,16.1,182,16.0,16,1,0,8.0,83.0,6.0,1,1,1,0,0,0,1,0,,3.0,2.0,6.0,amd,7,nvidia,8.0,rtx3070ti,0,0,0,1,,1024.0
MSI,54990,0.0,1.86,15.6,141,12.0,16,0,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Asus,58990,19.9,1.7,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,60990,0.0,1.86,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
MSI,314490,27.85,2.7,16.0,189,20.0,32,1,0,24.0,99.0,4.0,1,1,1,1,0,0,1,0,,2.0,3.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0
MSI,56990,0.0,1.86,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,512.0,512.0
Asus,36990,17.9,1.38,14.0,157,8.0,8,1,0,8.0,42.0,3.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,59990,0.0,1.86,15.6,141,12.0,8,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
MSI,72990,0.0,2.25,15.6,141,12.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Acer,194990,0.0,heavy,16.0,141,24.0,32,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,0,1,,1024.0
Lenovo,133990,18.0,1.38,14.0,157,16.0,16,1,0,12.0,52.5,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,0,1,0,0,,512.0
MSI,88990,0.0,2.25,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Lenovo,160990,0.0,2.22,15.6,141,20.0,32,1,0,14.0,86.0,6.0,1,1,1,0,0,0,0,1,,2.0,1.0,12.0,intel,i7,nvidia,4.0,t600,1,0,0,0,,1024.0
MSI,71990,24.9,2.25,15.6,141,12.0,8,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
MSI,55990,0.0,1.86,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,512.0,512.0
Asus,77390,0.0,1.6,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0
MSI,272900,27.85,2.7,16.0,189,24.0,32,1,0,16.0,99.0,4.0,1,1,1,1,0,0,1,0,,2.0,3.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,2048.0
Asus,62390,0.0,1.6,15.6,141,12.0,16,1,0,10.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Samsung,79990,15.4,1.57,15.6,157,12.0,16,1,0,10.0,54.0,,1,0,0,0,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
MSI,130990,26.9,2.3,15.6,141,20.0,16,0,0,14.0,90.0,4.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
Asus,134990,15.9,1.5,14.0,243,16.0,16,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
Asus,104990,15.9,1.5,14.0,243,16.0,16,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,70680,0.0,1.6,15.6,141,16.0,16,1,0,12.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,45250,17.9,1.63,15.6,141,8.0,8,1,0,8.0,50.0,,1,0,0,0,0,0,1,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,119900,10.9,1.0,13.3,255,12.0,16,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
Asus,47990,0.0,1.88,16.0,142,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,82990,17.9,1.7,15.6,141,16.0,16,1,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,63990,0.0,1.4,14.0,157,12.0,16,1,0,10.0,50.0,3.0,1,0,0,0,0,0,0,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,45999,23.5,1.68,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,2.0,,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
