brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type,thickness_num,weight_num
Samsung,281990,slim,medium,16,157,20.0,32.0,1,0,14.0,,,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,,rtx4070,0,1,0,0,,1024.0,regular,low,high,16.5,1.79
Lenovo,46990,medium,medium,15,157,12.0,16.0,1,0,6.0,65.0,,1,0,1,0,0,0,1,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,viral,medium,high,19.9,1.65
Samsung,163990,slim,medium,16,212,16.0,16.0,1,1,12.0,76.0,,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,low,high,12.8,1.66
Samsung,138990,slim,lite,15,141,16.0,16.0,1,1,12.0,68.0,,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium,13.7,1.46
Samsung,109990,slim,lite,13,166,12.0,16.0,1,1,10.0,61.0,,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,low,high,12.9,1.16
Asus,34000,medium,medium,15,141,4.0,8.0,1,0,2.0,37.0,2.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium,19.9,1.8
Primebook,12990,medium,lite,11,135,,4.0,0,0,8.0,,,0,1,0,0,0,0,0,0,0.0,2.0,0.0,,mediatek,7,arm,,Integrated,0,0,0,0,128.0,0.0,popular,low,low,19.3,1.2
HP,56490,thick,heavy,15,137,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,low,low,23.0,2.37
HP,67990,slim,medium,15,141,16.0,16.0,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,popular,low,medium,17.9,1.74
Apple,199900,slim,medium,14,254,,16.0,1,0,10.0,70.0,,1,0,1,1,0,0,1,0,0.0,0.0,3.0,,apple,M2,apple,,Integrated,0,0,1,0,,512.0,regular,low,high,15.5,1.6
HP,84844,slim,lite,13,255,12.0,16.0,1,1,10.0,,4.0,0,0,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,16.9,1.32
Acer,69000,medium,heavy,15,141,16.0,16.0,0,0,12.0,50.0,3.0,1,1,0,1,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,low,medium,19.9,2.1
HP,65439,slim,lite,14,141,12.0,16.0,1,0,10.0,43.0,3.0,1,0,0,0,0,0,1,1,2.0,0.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,17.0,1.41
Lenovo,59990,,lite,14,157,12.0,8.0,1,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,high,,1.5
Lenovo,67990,medium,medium,14,157,12.0,8.0,1,0,10.0,,3.0,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high,19.0,1.59
Dell,54990,,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,0,1,1,0,0,0,0,1.0,2.0,0.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,,1.65
Asus,62990,medium,lite,14,157,16.0,16.0,1,1,12.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,19.9,1.5
MSI,86800,thick,heavy,16,191,20.0,16.0,1,0,14.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,Integrated,0,0,1,0,,1024.0,regular,low,high,23.95,2.26
Asus,16990,medium,lite,11,135,2.0,4.0,1,0,2.0,,3.0,0,0,1,0,0,0,1,0,0.0,1.0,2.0,,intel,7,intel,,Integrated,0,0,1,0,32.0,0.0,viral,low,low,19.5,1.2
Asus,86990,medium,medium,15,141,12.0,16.0,1,0,8.0,,3.0,1,0,1,0,0,0,1,1,2.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,popular,medium,medium,19.9,1.8
Acer,23990,medium,lite,14,112,4.0,8.0,0,0,2.0,,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,popular,low,low,20.9,1.5
Asus,79990,medium,medium,15,141,12.0,16.0,1,0,8.0,,3.0,1,0,1,0,0,0,1,0,0.0,2.0,0.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,high,medium,19.9,1.8
Asus,179990,medium,heavy,16,283,20.0,16.0,1,0,14.0,90.0,4.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,1,0,,1024.0,regular,high,high,21.4,2.4
Asus,104990,thick,heavy,15,141,16.0,16.0,1,0,8.0,,4.0,1,1,1,0,0,0,1,0,0.0,2.0,2.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,high,medium,24.9,2.2
HP,55990,slim,medium,15,141,12.0,8.0,1,0,10.0,,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,17.9,1.69
HP,41990,slim,medium,15,141,4.0,8.0,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,1024.0,0.0,popular,low,medium,18.0,1.75
HP,54990,medium,medium,15,141,12.0,8.0,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,viral,low,medium,19.9,1.69
HP,46199,slim,medium,15,141,12.0,16.0,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,0.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium,18.0,1.69
HP,56690,thick,heavy,15,137,12.0,8.0,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low,24.0,2.37
HP,67536,thick,heavy,15,137,12.0,8.0,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,low,23.5,2.29
Asus,58990,thick,heavy,15,141,12.0,8.0,1,0,6.0,,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium,24.5,2.3
Dell,45990,,lite,14,157,8.0,8.0,0,0,4.0,,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,high,,1.48
Acer,52128,slim,medium,15,141,16.0,8.0,0,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0,popular,low,medium,17.9,1.8
MSI,54990,medium,medium,15,141,16.0,8.0,1,0,8.0,51.0,3.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium,21.7,1.86
HP,103060,thick,heavy,15,141,16.0,16.0,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium,22.5,2.37
Apple,136990,slim,lite,13,227,,8.0,0,0,8.0,58.2,,0,0,0,1,0,0,1,0,0.0,0.0,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,,512.0,regular,medium,high,15.6,1.38
Apple,118990,slim,lite,13,227,,8.0,0,0,8.0,58.2,,0,0,0,1,0,0,1,0,0.0,0.0,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,,256.0,popular,medium,high,15.6,1.38
HP,58366,medium,medium,15,141,12.0,8.0,1,0,10.0,,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,19.9,1.75
Asus,74990,medium,medium,15,141,16.0,16.0,1,0,12.0,,3.0,1,0,0,1,0,0,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.0,1.8
Asus,74990,medium,lite,14,243,16.0,16.0,1,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,viral,medium,high,18.9,1.5
HP,56990,slim,lite,14,157,12.0,16.0,1,0,6.0,43.0,3.0,1,0,0,0,0,0,1,1,2.0,0.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,medium,high,17.0,1.41
Avita,16990,slim,lite,14,156,2.0,4.0,1,0,2.0,,2.0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,128.0,popular,low,high,17.0,1.3
HP,62990,slim,medium,15,141,16.0,8.0,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium,17.9,1.74
Dell,58990,medium,medium,16,142,12.0,16.0,1,0,6.0,,3.0,1,0,1,0,0,0,1,1,0.0,1.0,2.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,high,medium,18.2,1.91
HP,51149,slim,lite,14,157,12.0,8.0,0,0,6.0,,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,0,,512.0,popular,medium,high,17.0,1.41
Asus,88990,medium,heavy,15,141,16.0,16.0,1,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,popular,medium,medium,20.6,2.1
HP,43700,slim,medium,15,141,12.0,8.0,1,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,viral,low,medium,17.9,1.69
Asus,82990,medium,medium,15,141,16.0,16.0,0,0,8.0,,3.0,1,0,1,1,0,0,1,1,1.0,2.0,0.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium,19.9,1.65
Dell,62790,medium,medium,15,141,8.0,8.0,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,nvidia,2.0,Integrated,1,0,0,0,1024.0,0.0,popular,low,medium,19.0,1.85
Xiaomi,45989,slim,medium,15,242,8.0,8.0,0,0,4.0,,,1,0,0,1,0,0,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high,17.9,1.7
HP,57990,thick,medium,15,141,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1.0,0.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,viral,medium,medium,23.5,1.98
Lenovo,49999,slim,lite,13,169,8.0,8.0,1,1,4.0,,,0,0,0,0,0,0,1,0,0.0,0.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high,9.0,0.794
Vaio,32990,medium,medium,15,141,8.0,8.0,0,0,4.0,,,1,0,1,0,0,0,1,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium,19.9,1.77
Dell,65999,medium,lite,14,112,8.0,8.0,0,0,4.0,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,low,18.3,1.3
Apple,109990,slim,lite,13,227,,8.0,0,0,8.0,49.9,,0,0,0,0,0,0,1,0,0.0,2.0,2.0,,apple,M1,apple,,Integrated,0,0,1,0,,512.0,viral,high,high,10.9,1.29
MSI,100990,thick,heavy,15,141,12.0,32.0,0,0,6.0,51.0,6.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,10.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,1024.0,0.0,popular,medium,medium,27.5,2.3
Avita,22990,slim,lite,14,157,8.0,8.0,0,0,4.0,,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,low,high,17.0,1.21
Apple,72999,slim,lite,13,227,8.0,8.0,0,0,4.0,,,0,0,0,1,0,0,1,0,0.0,0.0,3.0,10.0,intel,i3,intel,,Integrated,0,1,0,0,,256.0,regular,low,high,16.0,1.29
Apple,201498,slim,medium,16,226,,32.0,1,0,8.0,,,0,0,0,1,0,0,1,1,0.0,0.0,4.0,9.0,intel,i9,amd,4.0,Integrated,0,1,0,0,,2048.0,regular,medium,high,16.2,2.0
HP,90464,,,14,157,8.0,8.0,1,0,4.0,,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,8.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,
Dell,87990,slim,lite,13,166,8.0,8.0,0,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,8.0,intel,i7,nvidia,4.0,mx130,0,0,1,0,,256.0,regular,medium,high,17.0,1.3
Dell,84999,thick,heavy,15,263,12.0,16.0,1,0,6.0,,,1,1,1,1,0,0,1,0,0.0,3.0,1.0,8.0,intel,i7,nvidia,6.0,rtx2060,0,0,0,0,1024.0,0.0,regular,low,high,24.13,2.77
Lenovo,99990,slim,lite,14,250,20.0,16.0,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high,15.6,1.49
Lenovo,129990,slim,lite,14,250,20.0,16.0,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high,15.6,1.49
HP,43890,,medium,15,141,8.0,8.0,1,0,4.0,41.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium,,1.75
Dell,49800,thick,medium,15,141,12.0,16.0,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium,23.5,1.68
Dell,74999,,,15,141,12.0,16.0,1,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,1024.0,regular,high,medium,,
Acer,42990,,medium,15,141,6.0,8.0,1,0,5.0,,3.0,1,0,0,1,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,,1.75
Acer,58990,slim,lite,14,157,12.0,16.0,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,15.9,1.25
HP,415000,thick,medium,17,188,12.0,16.0,0,1,10.0,94.3,6.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,high,high,,1.62
Fujitsu,74990,slim,lite,13,166,12.0,16.0,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,high,16.0,0.998
Fujitsu,89990,slim,lite,13,166,12.0,16.0,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,high,16.0,0.998
Asus,71590,slim,medium,15,141,16.0,16.0,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,1024.0,regular,high,medium,17.9,1.7
Dell,90440,slim,medium,14,162,12.0,8.0,0,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,high,15.54,1.58
Asus,44990,medium,medium,15,141,8.0,16.0,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium,19.9,1.7
Acer,72990,slim,lite,14,243,16.0,16.0,1,0,12.0,65.0,4.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,14.9,1.25
Asus,52850,slim,medium,15,141,12.0,16.0,1,0,10.0,42.0,,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0,regular,low,medium,17.9,1.7
HP,73990,slim,medium,15,141,12.0,16.0,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,medium,17.9,1.74
Asus,84990,medium,medium,15,141,16.0,16.0,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium,19.9,1.8
HP,65990,thick,heavy,15,141,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium,22.5,2.37
Lenovo,111490,slim,lite,14,243,16.0,16.0,0,1,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,amd,,Integrated,0,0,1,0,,512.0,regular,high,high,17.7,1.49
Lenovo,89990,,,14,162,12.0,16.0,1,1,10.0,52.5,,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,
Lenovo,60490,,medium,15,141,8.0,16.0,0,0,4.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,,1.65
HP,51990,thick,medium,15,100,12.0,8.0,1,0,10.0,41.0,3.0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,low,,1.74
Lenovo,91999,thick,medium,15,141,12.0,16.0,1,0,10.0,45.0,3.0,1,1,0,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,,1.7
Lenovo,66389,slim,lite,14,162,12.0,16.0,0,0,6.0,50.0,,1,0,0,1,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high,15.1,1.37
Asus,69990,thick,medium,15,141,12.0,16.0,0,0,6.0,50.0,,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,high,medium,,1.8
Asus,73990,thick,medium,15,141,16.0,16.0,0,0,8.0,50.0,,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium,,1.8
HP,28490,thick,medium,15,100,4.0,8.0,1,0,2.0,41.0,3.0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,low,,1.74
Lenovo,76990,slim,medium,16,142,16.0,16.0,1,0,12.0,56.6,,1,0,0,0,0,0,1,0,0.0,0.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,medium,16.9,1.89
Lenovo,69450,slim,lite,14,162,12.0,16.0,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,16.9,1.4
Asus,88990,medium,medium,16,142,16.0,16.0,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,medium,18.9,1.8
Lenovo,42990,medium,medium,15,157,8.0,8.0,1,0,6.0,,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,19.9,1.63
Gigabyte,84990,thick,heavy,15,141,12.0,8.0,0,0,8.0,,,1,1,0,1,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium,22.7,2.08
Lenovo,43990,,,15,141,8.0,8.0,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,1,0,0,,512.0,regular,medium,medium,,
HP,63700,thick,heavy,15,141,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium,23.5,2.29
Dell,36990,,,15,141,4.0,8.0,1,0,2.0,,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,,
Dell,64990,,,15,141,12.0,8.0,0,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,1024.0,regular,low,medium,,
Asus,90990,thick,heavy,15,141,,16.0,1,0,,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,regular,high,medium,25.0,2.2
Lenovo,78652,slim,lite,14,157,12.0,16.0,1,0,10.0,52.5,,1,0,1,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,17.9,1.5
Asus,114990,medium,medium,16,283,16.0,16.0,1,0,10.0,70.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,,Integrated,0,0,0,1,,512.0,regular,medium,high,20.0,1.8
HP,64800,medium,medium,14,112,12.0,8.0,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,low,19.9,1.74
Lenovo,27990,medium,medium,15,100,2.0,8.0,1,0,2.0,,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,4.0,intel,7,intel,,Integrated,0,0,1,0,,256.0,regular,high,low,19.9,1.7
Asus,20990,medium,medium,14,157,2.0,4.0,1,1,2.0,50.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,intel,5,intel,,Integrated,0,0,1,0,,64.0,regular,low,high,18.6,1.63
Asus,20990,medium,medium,15,141,2.0,8.0,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,intel,5,intel,,Integrated,0,0,1,0,,64.0,regular,medium,medium,18.7,1.8
Asus,15990,medium,medium,15,141,2.0,4.0,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,intel,5,intel,,Integrated,0,0,1,0,,64.0,regular,high,medium,18.7,1.8
Asus,16990,medium,medium,15,141,2.0,4.0,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,intel,5,intel,,Integrated,0,0,1,0,,128.0,regular,low,medium,18.7,1.8
Asus,16990,medium,lite,14,157,2.0,4.0,1,0,2.0,50.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,intel,5,intel,,Integrated,0,0,1,0,,128.0,regular,low,high,18.7,1.47
Asus,18990,medium,lite,14,157,2.0,4.0,1,0,2.0,50.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,,intel,5,intel,,Integrated,0,0,1,0,,64.0,regular,high,high,18.7,1.47
Asus,43990,medium,medium,16,142,8.0,8.0,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.88
Gigabyte,94990,thick,heavy,15,141,16.0,8.0,0,0,12.0,54.0,,1,0,0,0,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium,22.7,2.08
Gigabyte,130000,thick,heavy,16,142,16.0,16.0,0,0,10.0,54.0,,1,1,0,0,1,0,1,0,0.0,0.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,medium,medium,,2.3
HP,33400,medium,medium,15,141,12.0,8.0,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,256.0,regular,low,medium,19.9,1.74
Lenovo,58990,,,14,162,8.0,16.0,1,1,6.0,52.5,,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,,
Lenovo,69990,slim,lite,14,162,16.0,16.0,1,0,8.0,52.5,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,high,17.9,1.46
Asus,103000,medium,medium,16,283,16.0,16.0,1,0,10.0,70.0,,1,0,1,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high,18.9,1.8
Fujitsu,86990,,lite,14,162,12.0,16.0,1,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high,,0.868
Lenovo,63990,slim,lite,14,162,16.0,16.0,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,17.9,1.46
Lenovo,96990,,lite,14,170,16.0,16.0,0,0,12.0,,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,1.35
