,brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
479,Acer,66990,thick,heavy,15,141,12.0,8,1,0,8.0,57.5,4.0,1,0,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
480,Lenovo,119888,slim,lite,14,157,8.0,16,1,1,4.0,,4.0,1,0,1,0,0,0,1,1,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,low,high
481,HP,23490,,,15,141,2.0,4,1,0,2.0,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,medium,medium
482,Lenovo,76889,slim,lite,13,170,12.0,16,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
483,Dell,96490,,,13,227,16.0,16,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
484,Dell,84490,,,13,227,16.0,16,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
485,Dell,256990,slim,medium,15,290,20.0,16,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0,regular,low,high
486,Asus,40900,medium,medium,15,141,8.0,8,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
487,Dell,69900,slim,medium,15,141,8.0,16,1,0,4.0,,4.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,low,medium
488,Gigabyte,211199,thick,heavy,16,141,20.0,16,1,0,14.0,99.0,,0,0,0,1,0,0,1,0,0.0,0.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,low,medium
489,MSI,77990,slim,lite,14,157,16.0,16,0,0,12.0,,3.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
490,HP,199990,medium,heavy,16,182,24.0,16,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,low,high
491,Lenovo,85889,medium,medium,16,142,20.0,16,1,0,14.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
492,HP,55350,medium,medium,14,157,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
493,Dell,453490,,heavy,16,229,20.0,32,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0,regular,medium,high
494,MSI,339990,medium,heavy,17,178,,64,1,0,24.0,90.0,3.0,1,1,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,low,high
495,Dell,67990,medium,medium,14,157,16.0,16,0,0,8.0,54.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high
496,Dell,323290,,heavy,16,229,32.0,32,1,0,24.0,86.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high
497,Dell,199990,,heavy,16,216,16.0,16,1,0,8.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,high
498,MSI,39990,medium,medium,15,141,8.0,16,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
499,MSI,84990,slim,lite,14,170,16.0,16,1,0,12.0,72.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,high
500,MSI,36990,medium,medium,15,157,8.0,16,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
501,MSI,34990,medium,medium,15,157,8.0,8,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
503,Gigabyte,189999,thick,heavy,16,141,20.0,16,1,0,14.0,99.0,,0,0,0,1,0,0,1,0,0.0,0.0,3.0,12.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,,1024.0,regular,low,medium
504,Dell,446390,,heavy,18,204,32.0,64,1,0,24.0,97.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,1024.0,regular,low,high
505,Lenovo,73990,,,13,170,12.0,16,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
506,Lenovo,66500,slim,medium,14,162,16.0,16,1,1,8.0,52.5,,1,0,1,0,0,0,1,1,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
507,Asus,144990,thick,medium,16,189,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
508,HP,43990,,medium,15,141,8.0,16,1,0,6.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
509,Asus,70990,medium,medium,16,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,medium
510,Lenovo,64990,slim,medium,14,162,12.0,16,0,1,6.0,52.5,,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high
511,Asus,72990,medium,medium,15,141,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
512,Acer,114990,thick,heavy,16,142,16.0,8,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0,regular,medium,medium
513,Dell,302990,,heavy,16,216,24.0,32,1,0,12.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,12.0,rtx4080,0,0,0,1,,2048.0,regular,high,high
514,Acer,129990,thick,heavy,16,142,16.0,16,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0,regular,high,medium
515,Acer,57990,,medium,15,141,12.0,16,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,medium
516,LG,98999,,lite,14,162,16.0,16,1,0,12.0,72.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
517,Dell,69990,medium,lite,14,157,8.0,8,1,0,4.0,42.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,2.0,10.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0,regular,low,high
518,Fujitsu,79990,slim,lite,14,162,12.0,16,1,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high
519,Fujitsu,79990,slim,lite,14,162,16.0,16,1,0,12.0,64.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
520,HP,126800,,,16,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,nvidia,4.0,t550,1,0,0,0,,1024.0,regular,low,medium
521,Asus,81900,medium,medium,15,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
522,HP,131684,,,14,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,1,0,0,0,,512.0,regular,low,medium
523,HP,125900,,,14,162,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,high,high
524,HP,32990,slim,medium,15,112,4.0,8,0,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,,intel,7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,low
525,HP,127790,medium,medium,16,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,medium
526,HP,113612,,,16,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium
527,HP,108625,,,14,162,16.0,16,1,0,12.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
528,HP,272709,medium,medium,16,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i9,nvidia,16.0,rtx3080ti,0,1,0,0,,1024.0,regular,low,high
529,HP,233498,medium,medium,16,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i9,nvidia,6.0,rtx3060,0,1,0,0,,1024.0,regular,low,high
530,HP,390914,medium,medium,16,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i9,nvidia,12.0,rtx3080ti,0,1,0,0,,1024.0,regular,low,high
531,HP,230593,medium,medium,16,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,1,0,0,,1024.0,regular,low,high
532,LG,128699,slim,lite,16,189,16.0,16,1,0,12.0,80.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,high,high
533,HP,278712,medium,medium,16,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0,regular,medium,high
534,Lenovo,25490,,lite,11,135,2.0,4,1,0,2.0,,2.0,1,0,1,0,0,0,0,0,0.0,2.0,0.0,,intel,7,intel,,Integrated,1,0,0,0,,256.0,regular,medium,low
535,Asus,119990,,,14,216,16.0,16,1,0,8.0,,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,6.0,amd,3,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,low,high
536,HP,239761,medium,medium,16,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,0.0,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0,regular,medium,high
537,LG,152499,slim,lite,16,189,16.0,16,0,1,12.0,80.0,,0,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
538,LG,78299,slim,medium,16,142,12.0,16,1,1,6.0,72.0,,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
539,HP,50990,medium,medium,15,100,8.0,8,1,0,,47.0,2.0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,,intel,i3,intel,,Integrated,0,0,1,0,,256.0,regular,high,low
540,Lenovo,56490,,,15,134,12.0,16,1,0,10.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,low,low
541,Acer,69990,thick,heavy,15,141,12.0,16,1,0,8.0,57.5,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
542,Asus,63990,medium,medium,15,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
543,Asus,114990,medium,medium,16,283,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,high,high
544,HP,27490,slim,lite,15,100,4.0,8,0,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,low
545,Dell,60210,medium,medium,14,141,12.0,8,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium
546,HP,102990,thick,heavy,16,182,12.0,16,1,0,8.0,,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,high
547,HP,109999,thick,heavy,16,182,12.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high
548,Infinix,71990,slim,medium,15,141,20.0,32,0,0,14.0,70.0,,1,0,0,0,0,0,1,1,2.0,2.0,0.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,medium
549,Infinix,19990,medium,medium,15,141,4.0,4,1,0,4.0,40.0,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,5,intel,,Integrated,0,0,1,0,,128.0,popular,low,medium
550,Lenovo,56990,,lite,14,157,12.0,8,1,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
551,Lenovo,23990,slim,lite,14,135,2.0,8,1,0,2.0,,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,4.0,intel,7,intel,,Integrated,0,0,1,0,,256.0,regular,medium,low
552,MSI,57990,,medium,15,141,16.0,16,1,0,8.0,,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,1,0,,512.0,regular,low,medium
553,Lenovo,130800,slim,medium,14,157,8.0,16,1,0,4.0,,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,11.0,intel,i7,nvidia,2.0,mx450,0,1,0,0,,512.0,regular,low,high
554,MSI,75990,,,15,141,12.0,16,1,0,8.0,,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
555,Lenovo,44990,,lite,14,157,8.0,8,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high
556,Asus,94990,medium,medium,16,283,12.0,16,1,0,8.0,63.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,high
557,Asus,73990,,medium,15,141,12.0,16,1,0,10.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
558,Asus,63990,medium,medium,15,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
559,Lenovo,57990,thick,heavy,15,141,8.0,16,1,0,4.0,,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,viral,medium,medium
561,Lenovo,54990,,lite,14,157,12.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high
562,HP,87680,medium,heavy,15,141,16.0,16,0,1,8.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
563,HP,79490,medium,heavy,15,141,12.0,16,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
564,HP,96990,medium,heavy,15,141,12.0,16,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
565,HP,88680,medium,heavy,15,141,12.0,16,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
566,HP,87490,medium,heavy,15,141,12.0,16,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,medium
567,Lenovo,44927,slim,medium,15,157,4.0,8,1,0,2.0,47.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
568,Asus,69990,medium,lite,14,243,12.0,16,1,0,8.0,63.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,high
569,HP,107767,slim,lite,14,243,20.0,16,1,0,14.0,51.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
570,Dell,38390,medium,medium,15,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,1024.0,0.0,regular,medium,medium
571,HP,39990,slim,lite,14,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
572,Dell,58299,,,14,162,8.0,8,1,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i3,intel,,Integrated,1,0,0,0,,1024.0,regular,low,high
573,HP,52990,slim,lite,14,157,8.0,16,1,0,4.0,,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high
574,Lenovo,59990,,lite,14,157,12.0,16,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high
575,Lenovo,59990,thick,heavy,15,141,12.0,16,1,0,6.0,,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium
576,Lenovo,53990,medium,medium,15,141,12.0,8,1,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
577,HP,80490,medium,lite,14,189,16.0,16,1,0,12.0,51.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,high
578,Lenovo,59500,thick,heavy,15,141,12.0,16,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium
579,Lenovo,60990,thick,heavy,15,141,12.0,8,1,0,6.0,,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,medium
580,MSI,171990,medium,heavy,15,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,medium
581,Lenovo,66990,medium,heavy,15,141,12.0,16,1,0,6.0,,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium
582,HP,115592,thick,heavy,15,141,12.0,16,1,0,6.0,52.5,3.0,1,1,1,1,0,0,1,0,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,t600,0,1,0,0,1024.0,0.0,regular,high,medium
583,HP,137456,thick,heavy,15,141,12.0,32,1,0,6.0,52.5,3.0,1,1,1,1,0,0,1,0,0.0,2.0,1.0,6.0,amd,5,nvidia,4.0,t600,0,1,0,0,,1024.0,regular,low,medium
584,Lenovo,52990,slim,lite,14,157,8.0,8,0,1,6.0,52.5,,1,0,1,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
585,HP,52990,slim,medium,15,141,16.0,16,1,0,8.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
586,HP,47990,,lite,14,157,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
587,Infinix,50990,slim,medium,15,141,16.0,16,0,0,12.0,70.0,,1,0,0,0,0,0,1,1,2.0,2.0,0.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium
588,HP,49490,slim,lite,14,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
589,HP,52990,slim,lite,14,141,8.0,16,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
590,HP,115990,medium,medium,15,141,12.0,16,1,1,10.0,55.0,4.0,1,0,1,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,1024.0,regular,medium,medium
591,HP,109990,medium,medium,15,141,12.0,16,1,1,10.0,55.0,4.0,1,0,1,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,medium,medium
592,Acer,29990,medium,lite,14,112,8.0,8,0,0,4.0,,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,medium,low
593,Asus,174990,medium,medium,14,216,16.0,16,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
594,Asus,62990,thick,heavy,15,141,12.0,8,1,0,6.0,48.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,1024.0,regular,medium,medium
595,Dell,84980,,,14,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
596,Lenovo,51990,medium,medium,15,141,16.0,8,1,0,8.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,medium
597,Lenovo,63990,thick,heavy,15,141,12.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,medium
598,HP,139990,thick,heavy,15,141,16.0,32,1,0,8.0,52.5,2.0,1,0,1,1,0,0,1,0,0.0,2.0,1.0,6.0,amd,7,nvidia,4.0,t600,0,1,0,0,,1024.0,regular,high,medium
599,Lenovo,36990,medium,medium,15,141,4.0,8,1,0,2.0,,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
600,Dell,92490,,medium,14,162,12.0,8,0,1,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
601,Lenovo,69990,medium,heavy,15,141,12.0,16,1,0,8.0,60.0,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
602,Lenovo,63990,thick,heavy,15,141,8.0,16,1,0,4.0,,,1,1,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,medium
603,HP,47990,slim,lite,14,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
604,Asus,99990,medium,medium,16,283,16.0,16,1,0,10.0,63.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,high
605,MSI,111990,thick,medium,15,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium
